Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedThirdCampaign,AcceptedFourthCampaign,AcceptedFifthCampaign,AcceptedFirstCampaign,AcceptedSecondCampaign,Complain,Z_CostContact,Z_Revenue,AcceptedLastCampaign,AcceptedCampaign,Age,Total_Spent,Children,living_with,family_size,is_parent,education2,customer_for
46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,0,70,330,1,couple,3,1,grad,4349
39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,1,62,384,2,single,3,1,grad,4319
86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,0,58,1722,2,single,3,1,grad,4451
46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,0,47,78,3,couple,5,1,grad,3827
16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,0,39,24,0,single,1,0,undergrad,4294
63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,1,72,1168,0,single,1,0,undergrad,3952
67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,1,73,957,1,couple,3,1,grad,4291
25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,57,15,2,single,3,1,grad,4023
42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0,46,57,1,couple,3,1,grad,3783
85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1,48,1956,1,couple,3,1,grad,4355
72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,1,39,2013,0,single,1,0,grad,4004
49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,0,50,326,1,couple,3,1,undergrad,3797
36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0,56,77,2,couple,4,1,postgrad,4454
85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,1,62,1313,0,single,1,0,postgrad,4183
10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,0,35,30,0,single,1,0,grad,3799
49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,0,63,315,1,couple,3,1,grad,4273
56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,0,71,660,1,couple,3,1,grad,4135
37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,0,35,74,1,couple,3,1,grad,4275
21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,0,46,46,1,single,2,1,undergrad,3810
33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,0,62,86,1,single,2,1,postgrad,4077
63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,0,79,1103,0,single,1,0,grad,3997
21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,0,50,61,1,couple,3,1,grad,3920
42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,1,43,145,1,couple,3,1,grad,3983
54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,0,68,684,2,couple,4,1,grad,4414
57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,0,70,411,1,couple,3,1,postgrad,3990
26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,1,38,27,1,single,2,1,grad,4385
57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,0,81,1060,0,single,1,0,postgrad,4119
68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,0,60,1459,1,couple,3,1,grad,4430
7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,45,18,1,couple,3,1,grad,4430
83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,1,50,1833,0,couple,2,0,grad,4406
54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,0,64,237,1,couple,3,1,grad,3848
23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,0,61,48,2,single,3,1,postgrad,3793
46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,1,48,515,2,couple,4,1,grad,4104
56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,0,50,1020,0,couple,2,0,grad,4332
79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,0,63,1370,0,couple,2,0,grad,3792
57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,0,73,1026,1,couple,3,1,grad,4236
44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,0,59,301,1,couple,3,1,grad,3859
54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,0,68,684,2,couple,4,1,grad,4414
59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,1,59,499,1,couple,3,1,grad,4378
80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,0,30,1004,0,couple,2,0,grad,4437
40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,0,50,218,1,couple,3,1,postgrad,4020
62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,0,52,606,1,couple,3,1,grad,4163
48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,0,56,75,1,couple,3,1,undergrad,4120
35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,0,56,106,3,couple,5,1,grad,4437
77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,0,76,990,0,couple,2,0,grad,4157
81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,0,55,1097,0,single,1,0,grad,3919
14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,1,28,16,0,couple,2,0,undergrad,3893
20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,50,34,0,couple,2,0,undergrad,3865
74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,0,34,1711,0,couple,2,0,postgrad,4433
66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,1,67,438,2,couple,4,1,grad,3929
23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0,45,75,1,couple,3,1,undergrad,4298
47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,0,64,225,1,couple,3,1,grad,3989
33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,72,18,2,couple,4,1,grad,4364
54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,0,43,470,1,couple,3,1,grad,4169
28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,0,43,91,2,single,3,1,grad,4203
90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,1,33,2525,0,single,1,0,grad,3897
48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,0,74,504,1,couple,3,1,grad,4293
43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,0,67,235,1,couple,3,1,grad,4301
54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1,63,1232,1,single,2,1,postgrad,4287
15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,0,66,88,2,single,3,1,undergrad,4183
26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,53,17,1,single,2,1,grad,3813
22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0,39,24,1,single,2,1,grad,4092
44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,0,59,60,2,couple,4,1,grad,4072
62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,1,72,1020,1,single,2,1,postgrad,4069
31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,0,62,155,1,couple,3,1,postgrad,4331
45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0,50,51,2,couple,4,1,undergrad,3883
78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1,54,1812,0,single,1,0,grad,4315
67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,1,55,1461,1,single,2,1,grad,4350
58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,0,64,96,1,single,2,1,grad,3831
62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,0,72,160,1,single,2,1,grad,3893
43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,0,55,139,2,couple,4,1,grad,4194
63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,0,56,908,1,single,2,1,grad,4195
46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,0,59,183,1,couple,3,1,undergrad,4062
70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,1,55,1161,1,couple,3,1,grad,4216
78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,0,52,988,0,couple,2,0,postgrad,3846
59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,0,63,1072,1,single,2,1,undergrad,4419
54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,0,47,174,2,couple,4,1,grad,4052
58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,0,65,758,1,couple,3,1,grad,4281
51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,0,66,195,1,couple,3,1,grad,3941
15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,1,45,31,1,single,2,1,grad,4388
66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,67,1084,0,couple,2,0,grad,4077
50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,1,68,685,1,couple,3,1,grad,4255
84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,1,59,1672,0,couple,2,0,postgrad,3980
18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,34,43,0,couple,2,0,grad,4004
40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,1,67,49,2,couple,4,1,postgrad,3894
36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,0,59,133,1,couple,3,1,grad,4164
42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,1,67,363,1,couple,3,1,grad,4021
65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,0,69,545,1,couple,3,1,grad,4201
77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,1,52,1065,1,couple,3,1,grad,4006
74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,1,55,2047,0,couple,2,0,grad,4235
56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,0,52,296,2,couple,4,1,grad,4367
42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,1,49,140,2,single,3,1,grad,4127
61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,0,59,530,1,single,2,1,grad,4108
33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,0,61,152,2,couple,4,1,postgrad,4451
68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,0,33,1598,0,couple,2,0,postgrad,4027
34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,0,61,114,1,single,2,1,grad,4287
8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,0,38,101,1,single,2,1,undergrad,4437
26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,51,25,1,couple,3,1,grad,4041
77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,1,67,789,0,single,1,0,undergrad,4280
40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,1,43,87,2,couple,4,1,grad,4095
33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,0,66,90,2,single,3,1,postgrad,4041
75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,0,65,1215,1,couple,3,1,postgrad,4188
61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,1,69,811,0,single,1,0,postgrad,4021
22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,1,38,61,1,couple,3,1,grad,4376
54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,0,49,405,1,couple,3,1,grad,4079
38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,0,69,72,2,couple,4,1,grad,3852
44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,0,53,189,2,single,3,1,grad,4260
38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0,38,40,1,couple,3,1,postgrad,4126
41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,0,46,63,1,single,2,1,grad,3901
28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0,41,52,1,couple,3,1,grad,4226
37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0,48,39,1,couple,3,1,postgrad,3819
64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,0,53,805,1,couple,3,1,grad,3795
55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,0,68,130,1,couple,3,1,grad,3834
84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,1,52,1631,0,couple,2,0,grad,4029
28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,35,34,1,couple,3,1,grad,4121
44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,0,72,152,2,single,3,1,grad,3973
25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,40,21,1,single,2,1,undergrad,3923
59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,0,57,71,3,couple,5,1,postgrad,4030
76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,1,62,899,1,single,2,1,grad,3797
66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,0,77,711,0,couple,2,0,grad,3831
27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,0,46,351,1,couple,3,1,postgrad,4455
1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,0,53,8,0,single,1,0,grad,3803
7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,0,32,119,1,single,2,1,undergrad,4334
40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,0,56,21,2,couple,4,1,grad,4211
20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,51,10,1,couple,3,1,postgrad,3858
65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,1,49,973,1,couple,3,1,grad,3797
69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,1,59,1536,0,couple,2,0,postgrad,4067
67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,1,72,992,2,couple,4,1,grad,4109
77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,1,57,1529,1,couple,3,1,postgrad,4253
74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,0,52,860,1,couple,3,1,grad,4051
68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,0,61,928,1,single,2,1,grad,4015
55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,1,54,418,2,couple,4,1,postgrad,4460
62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,1,69,587,1,couple,3,1,undergrad,4456
74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,0,49,641,1,couple,3,1,grad,3809
39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,1,48,23,2,couple,4,1,grad,3863
76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,1,55,2279,0,couple,2,0,grad,4078
35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,1,51,49,2,single,3,1,postgrad,3802
90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,1,41,1779,0,single,1,0,postgrad,4164
73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,1,42,1804,0,couple,2,0,grad,3967
31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,0,64,48,2,couple,4,1,grad,4119
47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,1,72,83,2,single,3,1,grad,3876
83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,1,49,1862,0,single,1,0,grad,4025
53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,1,61,793,2,couple,4,1,postgrad,4404
19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,0,54,84,1,couple,3,1,grad,4267
45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,0,76,183,1,couple,3,1,postgrad,4074
85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,0,66,1383,0,single,1,0,undergrad,3769
55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,1,80,999,0,couple,2,0,grad,3844
64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,0,61,825,1,single,2,1,grad,4284
38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,1,52,246,1,single,2,1,grad,4433
57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,0,58,610,2,couple,4,1,grad,4228
23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,0,56,76,1,single,2,1,grad,4346
66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,1,53,1286,1,couple,3,1,grad,4249
37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,1,49,30,1,couple,3,1,grad,3956
40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,0,60,99,3,couple,5,1,grad,4305
71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,1,46,1192,0,single,1,0,grad,4407
46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,0,49,362,1,couple,3,1,grad,3973
78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,1,41,2130,0,couple,2,0,grad,4450
49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,1,53,1229,0,single,1,0,undergrad,4441
37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,0,67,38,2,couple,4,1,postgrad,4408
39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,0,73,485,0,couple,2,0,grad,4104
26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,0,73,434,0,couple,2,0,undergrad,4362
33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,54,44,1,single,2,1,grad,4233
57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,1,52,496,1,couple,3,1,postgrad,4344
46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,0,55,78,2,couple,4,1,undergrad,4147
83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,1,52,2346,0,couple,2,0,grad,4265
52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,0,53,794,0,couple,2,0,grad,4307
15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,68,17,0,couple,2,0,grad,4058
22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,0,53,26,1,single,2,1,grad,4094
43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,51,76,1,couple,3,1,undergrad,3864
42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,47,15,2,single,3,1,postgrad,3965
48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,0,61,62,2,single,3,1,postgrad,3839
60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,0,70,198,1,couple,3,1,grad,3853
34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,0,46,49,1,couple,3,1,postgrad,4008
57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,1,58,802,1,couple,3,1,grad,4131
78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,1,78,1736,0,couple,2,0,grad,3891
7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,0,46,57,2,single,3,1,grad,4310
157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,0,53,59,1,couple,3,1,grad,4151
94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,1,71,2302,0,couple,2,0,grad,4243
23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,39,37,0,couple,2,0,undergrad,3892
44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,0,54,310,2,single,3,1,grad,4250
71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,1,45,1305,0,couple,2,0,grad,4366
60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,0,58,832,1,couple,3,1,grad,4127
50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,0,48,401,2,couple,4,1,grad,4213
81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,1,59,1501,0,couple,2,0,postgrad,3798
65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,1,42,1189,0,couple,2,0,grad,3927
59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,0,52,1194,1,couple,3,1,grad,4103
65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,0,64,656,1,couple,3,1,postgrad,3910
64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,0,68,1540,0,single,1,0,grad,4344
45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,0,59,311,1,couple,3,1,grad,4068
74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,0,69,820,1,couple,3,1,undergrad,3996
59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,0,35,274,1,couple,3,1,undergrad,3930
27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0,62,57,2,single,3,1,postgrad,4196
47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,0,59,448,1,couple,3,1,grad,4032
46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,51,44,2,couple,4,1,undergrad,3780
40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,0,52,102,2,couple,4,1,grad,4096
37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,0,40,61,1,couple,3,1,grad,3909
81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,0,64,1643,0,couple,2,0,grad,4194
46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,0,66,397,1,couple,3,1,grad,4149
77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,1,56,1121,1,couple,3,1,grad,3934
37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,1,47,473,2,single,3,1,grad,4425
